Page,Number,Name,MasjidID,Email,Phone,Address
12,19,"AT, TOYYIBATUT DAROIN",01.4.14.02.12.000026,-,-,"KEDUNGRANDU RT03 RW 06 Patikraja, Kab. Banyumas Jawa Tengah"
12,7,"AL, FALAAH",01.4.14.02.12.000014,-,081391077557,"SIDABOWA RT02 RW 06 Patikraja, Kab. Banyumas Jawa Tengah"
12,6,NURUL IMAN,01.4.14.02.12.000013,-,-,"SIDABOWA RT03 RW 05 Patikraja, Kab. Banyumas Jawa Tengah"
12,8,BAITURROHMAH,01.4.14.02.12.000015,-,-,"SIDABOWA RT01 RW 07 Patikraja, Kab. Banyumas Jawa Tengah"
12,24,"AL, ISTIQOMAH",01.4.14.02.12.000031,-,081391216294,"KEDUNGRANDU RT02 RW 03 Patikraja, Kab. Banyumas Jawa Tengah"
12,13,SIROJUL MUSTAQIM,01.4.14.02.12.000020,-,-,"PATIKRAJA RT01 RW 07 Patikraja, Kab. Banyumas Jawa Tengah"
12,26,FATHURAHMAN,01.4.14.02.12.000033,-,-,"SOKAWERA RT02 RW03 Patikraja, Kab. Banyumas Jawa Tengah"
12,20,BANI ISMAIL BIN SHOLEH,01.4.14.02.12.000027,-,081327215700,"KEDUNGRANDU RT03 RW 02 Patikraja, Kab. Banyumas Jawa Tengah"
12,5,BAITURROHIM,01.4.14.02.12.000012,-,082135662238,"SIDABOWA RT02 RW08 Patikraja, Kab. Banyumas Jawa Tengah"
12,12,"AL, JIHAD",01.4.14.02.12.000019,-,-,"PATIKRAJA RT02 RW 10 Patikraja, Kab. Banyumas Jawa Tengah"
12,27,NURUL BAROKAH,01.4.14.02.12.000034,-,-,"SOKAWERA RT03 RW 02 Patikraja, Kab. Banyumas Jawa Tengah"
12,1,NUR HIDAYAH,01.4.14.02.12.000008,-,-,"NOTOG RT05 RW 01 Patikraja, Kab. Banyumas Jawa Tengah"
12,23,"AL, BAROKAH",01.4.14.02.12.000030,-,085291026476,"KEDUNGRANDU RT02 RW 05 Patikraja, Kab. Banyumas Jawa Tengah"
12,16,"AT, TAUFIQ",01.4.14.02.12.000023,-,081548219709,"KEDUNGRANDU RT03 RW 05 Patikraja, Kab. Banyumas Jawa Tengah"
12,10,BAITUL MUHAJIRIN,01.4.14.02.12.000017,-,-,"SIDABOWA RT05 RW 06 Patikraja, Kab. Banyumas Jawa Tengah"
12,25,NURUL IMAN,01.4.14.02.12.000032,-,-,"PEGALONGAN RT06 RW 01 Patikraja, Kab. Banyumas Jawa Tengah"
12,18,"AL, HIDAYAH",01.4.14.02.12.000025,-,-,"KEDUNGRANDU RT03 RW 04 Patikraja, Kab. Banyumas Jawa Tengah"
12,15,"AL, HIDAYAH",01.4.14.02.12.000022,-,-,"PATIKRAJA RT02 RW 01 Patikraja, Kab. Banyumas Jawa Tengah"
12,11,"AT, TAQWA",01.4.14.02.12.000018,-,-,"SIDABOWA RT01 RW05 Patikraja, Kab. Banyumas Jawa Tengah"
12,28,BATURROHMAN,01.4.14.02.12.000035,-,-,"SOKAWERA RT01 RW01 Patikraja, Kab. Banyumas Jawa Tengah"
12,4,"AL, FATAA",01.4.14.02.12.000011,-,0852227186357,"SIDABOWA RT04 RW 07 Patikraja, Kab. Banyumas Jawa Tengah"
12,30,"ANDRE AL, HIKMAH",01.4.14.02.12.000037,-,085740161031,"WLAHAR KULON RT07 RW 01 Patikraja, Kab. Banyumas Jawa Tengah"
12,29,"AL, FALAH",01.4.14.02.12.000036,-,-,"WLAHAR KULON RT05 RW01 Patikraja, Kab. Banyumas Jawa Tengah"
12,14,BAITUL MUSLIMIN,01.3.14.02.12.000021,-,-,"PATIKRAJA RT03 RW 02 Patikraja, Kab. Banyumas Jawa Tengah"
13,6,"DHOEFULLOH AL, MUTHOIRI",01.4.14.02.12.000043,-,-,"KEDUNGWRINGIN Patikraja, Kab. Banyumas Jawa Tengah"
13,10,AL-MURTADLO,01.4.14.02.06.000002,-,081327788992,"KARANGJATI RT. 02/II KEMRANJEN BANYUMAS Kemranjen, Kab. Banyumas Jawa Tengah"
13,16,AL-IKHLAS,01.4.14.02.08.000001,-,085310726750,"Karangpucung RT 01 RW 05 Tambak, Kab. Banyumas Jawa Tengah"
13,7,DAARUL FALAAH,01.4.14.02.12.000044,-,0281 7606965,"KEDUNGWRINGIN RT02 RW 04 Patikraja, Kab. Banyumas Jawa Tengah"
13,23,AL-IKHLAS,01.4.14.02.06.000015,-,-,"RT 02/09.DESA SIBALUNG Kemranjen, Kab. Banyumas Jawa Tengah"
13,24,MIFTAHUL HUDA,01.4.14.02.06.000016,-,-,"ALUR RT 03/07.DESA SIBALUNG Kemranjen, Kab. Banyumas Jawa Tengah"
13,9,BAROKATUL HIDAYAH,01.4.14.02.12.000046,-,-,"KEDUNGWRINGIN RT01 RW 05 Patikraja, Kab. Banyumas Jawa Tengah"
13,26,NURUL YAQIN,01.4.14.02.06.000018,-,-,"SIBALUNG RT 03/05 Kemranjen, Kab. Banyumas Jawa Tengah"
13,5,LATHIFUL HIDAAYAH,01.4.14.02.12.000042,-,-,"KEDUNGWRINGIN RT05 RW 06 Patikraja, Kab. Banyumas Jawa Tengah"
13,30,MIFTAHUL HUDA,01.4.14.02.06.000022,-,-,"KARANGSALAM RT.03/04 Kemranjen, Kab. Banyumas Jawa Tengah"
13,4,SABILUL MUHTADIN,01.4.14.02.12.000041,-,083863213024,"KEDUNGWRINGIN Patikraja, Kab. Banyumas Jawa Tengah"
13,1,THOHA,01.4.14.02.12.000038,-,-,"KEDUNGWRINGIN RT03 RW 01 Patikraja, Kab. Banyumas Jawa Tengah"
13,27,BAETUS-SHOLIHIN,01.6.14.02.06.000019,-,-,"Sidamulya RT 01/02 Kemranjen Banyumas Jawa Tengah Kemranjen, Kab. Banyumas Jawa Tengah"
13,29,AL-BAROKAH,01.4.14.02.06.000021,-,-,"KARANGSALAM RT.03/02 Kemranjen, Kab. Banyumas Jawa Tengah"
13,17,AL-FURQON,01.4.14.02.06.000008,-,081327005235,"KARANGJATI RT. 03/III Kemranjen, Kab. Banyumas Jawa Tengah"
13,20,AL-CHUSNA,01.4.14.02.06.000011,-,085327110936,"JL.DIPONEGORO .SIBULUS RT 03/04 DEAS SIBALUNG Kemranjen, Kab. Banyumas Jawa Tengah"
13,11,NURUL FALAH,01.4.14.02.06.000003,-,-,"NUSAMANGIR RT.01/I KEMRANJEN BANYUMAS Kemranjen, Kab. Banyumas Jawa Tengah"
13,3,"AL, BAROKAH",01.4.14.02.12.000040,-,081327428640,"KEDUNGWRINGIN RT RW 06 Patikraja, Kab. Banyumas Jawa Tengah"
13,8,"AL, FALAH",01.4.14.02.12.000045,-,-,"KEDUNGWRINGIN RT02 RW 02 Patikraja, Kab. Banyumas Jawa Tengah"
13,13,NURUL HUDA,01.4.14.02.06.000005,-,085385144626,"NUSAMANGIR RT.01/04 KEMRANJEN BANYUMAS Kemranjen, Kab. Banyumas Jawa Tengah"
13,14,NURUL HUDA,01.4.14.02.06.000006,-,081327054839,"SIDAMULYA RT 003/003 KEMRANJEN BANYUMAS Kemranjen, Kab. Banyumas Jawa Tengah"
13,15,ABU BAKAR AS-SIDDIEQ,01.4.14.02.06.000007,-,-,"NUSAMANGIR RT.01/06 Kemranjen, Kab. Banyumas Jawa Tengah"
13,22,AL-HILAL,01.4.14.02.06.000014,-,-,"SIBULUS RT 03/03.DESA SIBALUNG Kemranjen, Kab. Banyumas Jawa Tengah"
13,18,AL-MUJAHIDIN,01.4.14.02.06.000009,-,085226923017,"KARANGLO RT 02/12.SIBALUNG Kemranjen, Kab. Banyumas Jawa Tengah"
13,28,AL-MUSYAROKAH,01.4.14.02.06.000020,-,-,"KARANGSALAM RT.06/03 Kemranjen, Kab. Banyumas Jawa Tengah"
13,25,BAITUSSALAM,01.4.14.02.06.000017,-,-,"KARANGSALAM RT.02/V Kemranjen, Kab. Banyumas Jawa Tengah"
13,2,NURUL HUDA,01.4.14.02.12.000039,-,-,"KEDUNGWRINGIN RT01 RW 07 Patikraja, Kab. Banyumas Jawa Tengah"
13,12,AL-FALAH,01.4.14.02.06.000004,-,-,"NUSAMANGIR RT.01/06 KEMRANJEN BANYUMAS Kemranjen, Kab. Banyumas Jawa Tengah"
13,19,BAITUL MUSLIMIN,01.4.14.02.06.000010,-,-,"SIDAMULYA RT.03 RW.05 KEMRANJEN BANYUMAS JAWA TENGAH Kemranjen, Kab. Banyumas Jawa Tengah"
13,21,BAITURROCHIM,01.4.14.02.06.000012,-,-,"SIDAMULYA RT 04/ 05 KEMRANJEN BANYUMAS JAWA TENGAH Kemranjen, Kab. Banyumas Jawa Tengah"
14,22,HUSNUL KHOTIMAH,01.4.14.02.15.000006,-,-,"PANINGKABAN RT 02/04 Gumelar, Kab. Banyumas Jawa Tengah"
14,8,NURUSSALAFIYAH,01.4.14.02.06.000027,-,-,"Sidamulya RT. 01/ 03 Kemranjen Banyumas Jawa Tengah Kemranjen, Kab. Banyumas Jawa Tengah"
14,16,ABU BAKAR ASSIDDIQ,01.4.14.02.06.000031,-,081327322714,"Jl. Rambutan RT. 002/VII Grujugan Kec. Kemranjen Kab. Banyumas Kemranjen, Kab. Banyumas Jawa Tengah"
14,18,BAITUL MUHAJIRIN,01.4.14.02.12.000051,-,-,"KEDUNGWULUH LOR RT04 RW 03 Patikraja, Kab. Banyumas Jawa Tengah"
14,1,AL-IKHLAS,01.6.14.02.06.000023,-,-,"KARANGSALAM RT.05/05 Kemranjen, Kab. Banyumas Jawa Tengah"
14,28,BAETUL MUTAQIN,01.4.14.02.15.000010,-,-,"KEDUNGURANG RW 03 Gumelar, Kab. Banyumas Jawa Tengah"
14,4,AL-BAROKAH,01.4.14.02.06.000026,-,081542909605,"Grujugan RT. 01/IV Kemranjen, Kab. Banyumas Jawa Tengah"
14,10,BAITURROHIM,01.4.14.02.12.000050,-,-,"KARANGANYAR RT04 RW 01 Patikraja, Kab. Banyumas Jawa Tengah"
14,3,AL-SAYYIDAH KHOTIJAH,01.6.14.02.06.000025,-,-,"KARANGSALAM RT.01/01 Kemranjen, Kab. Banyumas Jawa Tengah"
14,11,BAITUL MUTTAQIN,01.4.14.02.06.000028,-,085227286298,"Cirangkok RT. 02/I Grujugan Kec. Kemranjen Kab. Banyumas Kemranjen, Kab. Banyumas Jawa Tengah"
14,2,AL-MUKSINAT,01.6.14.02.06.000024,-,-,"KARANGSALAM RT.02/01 Kemranjen, Kab. Banyumas Jawa Tengah"
14,6,"AL, IKHLAS",01.4.14.02.12.000047,-,-,"KARANGANYAR RT02 RW03 Patikraja, Kab. Banyumas Jawa Tengah"
14,7,NURUL IKHLAS,01.4.14.02.12.000048,-,-,"KARANGANYAR RT04 RW02 Patikraja, Kab. Banyumas Jawa Tengah"
14,9,"AL, AMIN",01.4.14.02.12.000049,-,-,"KARANGANYAR RT03 RW 02 Patikraja, Kab. Banyumas Jawa Tengah"
14,12,NURUL IKHSAN,01.4.14.02.15.000004,-,-,"PANINGKABAN RT 03/01 Gumelar, Kab. Banyumas Jawa Tengah"
14,17,AL-ABHA,01.4.14.02.06.000032,-,081316318688,"Jl. Durian RT. 02/VI Grujugan Kec. Kemranjen Kab. Banyumas Kemranjen, Kab. Banyumas Jawa Tengah"
14,13,BAITUL MU'MININ,01.4.14.02.06.000029,-,087736539115,"Grujugan RT. 01/I Kec. Kemranjen Kab. Banyumas Kemranjen, Kab. Banyumas Jawa Tengah"
14,14,AL-IKHLAS,01.4.14.02.15.000005,-,-,"PANINGKABAN RT 07/01 Gumelar, Kab. Banyumas Jawa Tengah"
14,15,AL-ISTIQOMAH,01.4.14.02.06.000030,-,081327027577,"Grujugan RT. 02/IV Kec. Kemranjen Kab. Banyumas Kemranjen, Kab. Banyumas Jawa Tengah"
14,19,BAITUL MUJAHIDIN,01.4.14.02.12.000052,-,-,"KEDUNGWULUH LOR RT01 RW 04 Patikraja, Kab. Banyumas Jawa Tengah"
14,21,BAITURROHMAN,01.4.14.02.12.000054,-,-,"KEDUNGWULUH LOR RT02 RW 02 Patikraja, Kab. Banyumas Jawa Tengah"
14,20,"AL, MUHAJIRIN",01.4.14.02.12.000053,-,-,"KEDUNGWULUH LOR RT01 RW 05 Patikraja, Kab. Banyumas Jawa Tengah"
14,26,AL-ISTIQOMAH,01.4.14.02.15.000008,-,-,"KEDUNGURANG RT 03/01 Gumelar, Kab. Banyumas Jawa Tengah"
14,5,AL BAROKAH,01.4.14.02.15.000003,-,-,"PANINGKABAN RT 05/01 Gumelar, Kab. Banyumas Jawa Tengah"
14,23,BAITURRAHIM,01.4.14.02.12.000055,-,-,"KEDUNGWULUH LOR RT01 RW 01 Patikraja, Kab. Banyumas Jawa Tengah"
14,24,BAITUSSALAM,01.4.14.02.15.000007,-,-,"PANINGKABAN RT 01/03 Gumelar, Kab. Banyumas Jawa Tengah"
14,25,JAMI,01.4.14.02.06.000034,-,-,"Kebarongan RT. 01/VII Kec. Kemranjen Kab. Banyumas Kemranjen, Kab. Banyumas Jawa Tengah"
14,30,AL-HUDA,01.4.14.02.15.000012,-,-,"KEDUNGURANG RT 02/05 Gumelar, Kab. Banyumas Jawa Tengah"
14,27,ISTIQOMAH,01.4.14.02.15.000009,-,-,"KEDUNGURANG RT 02/02 Gumelar, Kab. Banyumas Jawa Tengah"
14,29,AL-HIKMAH,01.4.14.02.15.000011,-,-,"KEDUNGURANG RT 04/04 Gumelar, Kab. Banyumas Jawa Tengah"
15,2,DARUL HIKMAH,01.4.14.02.15.000014,-,-,"KEDUNGURANG RT 02/06 Gumelar, Kab. Banyumas Jawa Tengah"
15,1,AT-TAQWA,01.4.14.02.15.000013,-,-,"KEDUNGURANG RT 05/05 Gumelar, Kab. Banyumas Jawa Tengah"
15,13,UKUWAH ISLAMIYAH,01.4.14.30.02.000004,-,0293 362876,"BADAAN BARU MAGELANG Magelang Utara, Kota Magelang Jawa Tengah"
15,21,JAMI/NURUL IMAN,01.4.14.02.15.000023,-,-,"CIHONJE RT 02/06 Gumelar, Kab. Banyumas Jawa Tengah"
15,14,ASH SHOFYAN,01.6.14.30.03.000002,-,081227729797,"PERUM RT 05 RW 06 KEL CACABAN Magelang Tengah, Kota Magelang Jawa Tengah"
15,15,BAITUSSALAM,01.4.14.30.01.000001,-,-,"JL SUNAN BONANG III KOTA MAGELANG Magelang Selatan, Kota Magelang Jawa Tengah"
15,23,NUR-FALAH,01.4.14.02.15.000025,-,-,"CIHONJE RT 02/09 Gumelar, Kab. Banyumas Jawa Tengah"
15,27,NURUL HIKMAH,01.4.14.02.15.000029,-,-,"CIHONJE RT 02/18 Gumelar, Kab. Banyumas Jawa Tengah"
15,22,SITI AISYAH,01.4.14.02.15.000024,-,-,"CIHONJE RT 03/08 Gumelar, Kab. Banyumas Jawa Tengah"
15,20,AL-HIKMAH,01.4.14.02.15.000022,-,-,"CIHONJE RT 03/16 Gumelar, Kab. Banyumas Jawa Tengah"
15,6,AL-HIDAYAH,01.4.14.02.15.000017,-,-,"CILANGAP Gumelar, Kab. Banyumas Jawa Tengah"
15,3,AL-IHLAS,01.4.14.02.15.000015,-,-,"KEDUNGURANG RT 01/07 Gumelar, Kab. Banyumas Jawa Tengah"
15,29,AT-TAWAB,01.4.14.02.15.000031,-,-,"GUMELAR RT 04/06 Gumelar, Kab. Banyumas Jawa Tengah"
15,16,NURUL IKHLAS,01.4.14.30.03.000003,-,081328710184,"DUKUH RT 02 RW 03 KEL MAGELANG Magelang Tengah, Kota Magelang Jawa Tengah"
15,4,AL-MUCHLISIN,01.4.14.02.15.000016,-,-,"CILANGKAP RT 05/03 Gumelar, Kab. Banyumas Jawa Tengah"
15,5,AL-BAROKAH,01.4.14.02.06.000035,-,-,"ORIMALANG RT 02/07.SIBRAMA Kemranjen, Kab. Banyumas Jawa Tengah"
15,25,JAMI-AL BAROKAH,01.4.14.02.15.000027,-,-,"CIHONJE RT 02/12 Gumelar, Kab. Banyumas Jawa Tengah"
15,30,AL-HIDAYAH,01.4.14.02.15.000032,-,-,"GUMELAR RT 02/09 Gumelar, Kab. Banyumas Jawa Tengah"
15,19,NURUL BAROKAH,01.4.14.02.15.000021,-,-,"CIHONJE RT 02/04 Gumelar, Kab. Banyumas Jawa Tengah"
15,12,AL-HIDAYAH,01.4.14.30.02.000003,-,-,"KARANG GADING RT 05 RW 04 REJOWINANGUN SELATAN Magelang Utara, Kota Magelang Jawa Tengah"
15,9,GIRI BANGUN,01.4.14.02.06.000037,-,-,"KARANGGINTUNG RT 03/06 Kemranjen, Kab. Banyumas Jawa Tengah"
15,28,BAITURROHMAN,01.4.14.02.15.000030,-,-,"CIHONJE RT 02/17 Gumelar, Kab. Banyumas Jawa Tengah"
15,7,DARUS SALAM,01.4.14.02.06.000036,-,-,"SIBRAMA RT 02/02 Kemranjen, Kab. Banyumas Jawa Tengah"
15,26,AL-BAROKAH,01.4.14.02.15.000028,-,-,"CIHONJE RT 03/13 Gumelar, Kab. Banyumas Jawa Tengah"
15,17,AL-IKHLAS,01.4.14.02.15.000019,-,-,"CIHONJE RT 03/01 Gumelar, Kab. Banyumas Jawa Tengah"
15,24,AL-IKHLAS,01.4.14.02.15.000026,-,-,"CIHONJE RT 02/15 Gumelar, Kab. Banyumas Jawa Tengah"
15,18,AL-HUDA,01.4.14.02.15.000020,-,-,"CIHONJE RT 03/02 Gumelar, Kab. Banyumas Jawa Tengah"
15,11,PAN AMIN,01.4.14.30.02.000002,-,081578796167,"KP. PONGANGAN. RW XII KELURAHAN WATES Magelang Utara, Kota Magelang Jawa Tengah"
15,10,AT-TAQWA,01.4.14.02.06.000038,-,-,"KARANGGINTUNG RT 02/03 Kemranjen, Kab. Banyumas Jawa Tengah"
15,8,AL-IKHLAS,01.4.14.02.15.000018,-,-,"CILANGKAP RT 03/01 Gumelar, Kab. Banyumas Jawa Tengah"
16,4,BAETURROHMAN,01.4.14.02.06.000042,-,-,"Kebarongan RT. 02/XIII Kemaranjen Banyumas Kemranjen, Kab. Banyumas Jawa Tengah"
16,9,AN-NUR,01.4.14.02.06.000045,-,-,"Kebarongan RT. 03/II Kemaranjen Banyumas Kemranjen, Kab. Banyumas Jawa Tengah"
16,3,DATANA DOFIR,01.4.14.02.06.000041,-,-,"Kebarongan RT. 02/IV Kemaranjen Banyumas Kemranjen, Kab. Banyumas Jawa Tengah"
16,22,FATHUL-'ULUM,01.4.14.02.06.000049,-,-,"Alasmalang RT 3 RW 5 Kemranjen, Kab. Banyumas Jawa Tengah"
16,13,JABAL BAROKAH,01.4.14.02.15.000038,-,-,"KARANGKEMOJING RT 07/04 Gumelar, Kab. Banyumas Jawa Tengah"
16,27,AT-TAQWA,01.4.14.02.15.000045,-,-,"SAMUDRA KULON RT 01/04 Gumelar, Kab. Banyumas Jawa Tengah"
16,7,KHOLIDIYAH,01.4.14.02.06.000044,-,-,"Kebarongan RT. 02/II Kemaranjen Banyumas Kemranjen, Kab. Banyumas Jawa Tengah"
16,12,AN-NUR 2,01.4.14.02.15.000037,-,-,"KARANGKEMOJING RT 09/04 Gumelar, Kab. Banyumas Jawa Tengah"
16,6,AT-TAQWA,01.4.14.02.15.000033,-,-,"KARANGKEMOJING RT 01/01 Gumelar, Kab. Banyumas Jawa Tengah"
16,5,ALMANGUNAH,01.4.14.02.06.000043,-,-,"Kebarongan, Kemaranjen Banyumas Kemranjen, Kab. Banyumas Jawa Tengah"
16,16,NURUL IMAN,01.4.14.02.15.000041,-,-,"KARANGKEMOJING RT 05/03 Gumelar, Kab. Banyumas Jawa Tengah"
16,17,BAITURROHMAN,01.4.14.02.15.000042,-,-,"SAMUDRA KULON RT 05/01 Gumelar, Kab. Banyumas Jawa Tengah"
16,8,NURUL HUDA,01.4.14.02.15.000034,-,-,"KARANGKEMOJING RT 09/02 Gumelar, Kab. Banyumas Jawa Tengah"
16,1,ISTIHAD,01.4.14.02.06.000039,-,085292345164,"Kebarongan RT. 02/III Kemranjen Banyumas Kemranjen, Kab. Banyumas Jawa Tengah"
16,21,AL-HASANAH,01.4.14.02.15.000043,-,-,"SAMUDRA KULON RT 06/05 Gumelar, Kab. Banyumas Jawa Tengah"
16,20,AL-HIDAYAH,01.6.14.02.06.000048,-,085726161811,"Alasmalang RT 3 RW 5 Kemranjen, Kab. Banyumas Jawa Tengah"
16,24,AN-NAJAH,01.6.14.02.06.000051,-,081329040172,"Alasmalang RT 1 RW 3 Kemranjen, Kab. Banyumas Jawa Tengah"
16,25,BAITUL-MUSLIMIN,01.6.14.02.06.000052,-,081228257428,"Alasmalang RT 3 RW 8 Kemranjen, Kab. Banyumas Jawa Tengah"
16,11,AN-NUR,01.4.14.02.15.000036,-,-,"KARANGKEMOJING RT 01/04 Gumelar, Kab. Banyumas Jawa Tengah"
16,28,BAITUL HKIKMAH,01.4.14.02.15.000046,-,-,"SAMUDRA RT 05/04 Gumelar, Kab. Banyumas Jawa Tengah"
16,29,NURUSSALAM,01.4.14.02.15.000047,-,-,"SAMUDRA RT 01/01 Gumelar, Kab. Banyumas Jawa Tengah"
16,14,AL-AMANAH,01.4.14.02.15.000039,-,-,"KARANGKEMOJING RT 07/04 Gumelar, Kab. Banyumas Jawa Tengah"
16,30,ANNUR,01.4.14.02.15.000048,-,-,"SAMUDRA RT 04/05 Gumelar, Kab. Banyumas Jawa Tengah"
16,10,AL-AMIN,01.4.14.02.15.000035,-,-,"KARANGKEMOJING RT 07/02 Gumelar, Kab. Banyumas Jawa Tengah"
16,15,NURUL IKHSAN,01.4.14.02.15.000040,-,-,"KARANGKEMOJING RT 02/04 Gumelar, Kab. Banyumas Jawa Tengah"
16,19,AL-MUBAROKAH,01.4.14.02.06.000110,-,-,"Alasmalang Karangbenda RT 01 RW 1 Kemranjen, Kab. Banyumas Jawa Tengah"
16,18,AL-IKHLAS,01.4.14.02.06.000047,-,085224324054,"Alasmalang RT 3 RW 7 Kemranjen, Kab. Banyumas Jawa Tengah"
16,23,BAITUL MUSLIMIN,01.6.14.02.06.000050,-,085747041181,"Alasmalang RT 2 RW 4 Kemranjen, Kab. Banyumas Jawa Tengah"
16,2,BAETUS SALAM,01.4.14.02.06.000040,-,-,"Kebarongan RT. 01/X Kemranjen Banyumas Kemranjen, Kab. Banyumas Jawa Tengah"
16,26,DARUSSALAM,01.4.14.02.15.000044,-,-,"SAMUDRA KULON RT 01/03 Gumelar, Kab. Banyumas Jawa Tengah"
17,15,DARUSSALAM,01.4.14.02.16.000010,-,-,"Pekuncen RT 03/01 Pekuncen, Kab. Banyumas Jawa Tengah"
17,23,DARUL KHIKMAH,01.4.14.02.18.000025,-,-,"SINGASARI RT. 03/07 KARANGLEWAS, KAB. BANYUMAS Karang Lewas, Kab. Banyumas Jawa Tengah"
17,30,AL-KHASAN,01.4.14.02.18.000043,-,02817925122,"PANGEBATAN RT. 01/01 Karang Lewas, Kab. Banyumas Jawa Tengah"
17,29,AL-HIDAYAH,01.6.14.02.18.000030,-,028157528341,"KEDIRI RT. 05/01 KARANGLEWAS, KAB. BANYUMAS Karang Lewas, Kab. Banyumas Jawa Tengah"
17,12,RIYADUS SHOLIKHIN,01.4.14.02.16.000009,-,085291623741,"Pekuncen RT 02 RW 07 Pekuncen, Kab. Banyumas Jawa Tengah"
17,21,DARUL HAYAT,01.4.14.02.18.000023,-,081328019612,"SINGASARI RT. 02/06 KARANGLEWAS, KAB. BANYUMAS Karang Lewas, Kab. Banyumas Jawa Tengah"
17,22,MIFTAHUL HUDA,01.4.14.02.18.000024,-,-,"DESA SINGASARI, KEC. KARANGLEWAS, KAB. BANYUMAS Karang Lewas, Kab. Banyumas Jawa Tengah"
17,25,DAARUL IKHSAN,01.4.14.02.18.000027,-,-,"KEDIRI RT. 01/06 KARANGLEWAS, KAB. BANYUMAS Karang Lewas, Kab. Banyumas Jawa Tengah"
17,9,DARUL HUDA,01.4.14.02.16.000007,-,-,"Karangpundung, Pekuncen Pekuncen, Kab. Banyumas Jawa Tengah"
17,14,BAITUSSIDIQIN,01.4.14.02.18.000016,-,081327434255,"JIPANG RT. 04/01 KARANGLEWAS, KAB. BANYUMAS Karang Lewas, Kab. Banyumas Jawa Tengah"
17,6,AL-HIKMAH,01.4.14.02.18.000010,-,0823222597867,"KARANGGUDE KULON RT 03/01 Karang Lewas, Kab. Banyumas Jawa Tengah"
17,27,NURUSSALAM,01.6.14.02.06.000056,-,-,"Sidamulya RT. 04/I Kemranjen Banyumas Kemranjen, Kab. Banyumas Jawa Tengah"
17,26,BAITUSSALAM,01.4.14.02.18.000028,-,08122665271,"KEDIRI RT. 02/01 KARANGLEWAS, KAB. BANYUMAS Karang Lewas, Kab. Banyumas Jawa Tengah"
17,1,AL-IKHLAS,01.4.14.32.03.000002,-,-,"Jl. Tirtoning Rt 03 RQ III, Kelurahan Tegal Rejo, Argomulyo Argomulyo, Kota Salatiga Jawa Tengah"
17,7,AL-HIDAYAH,01.4.14.02.16.000005,-,-,"Pekuncen RT 04 RW 02 Pekuncen, Kab. Banyumas Jawa Tengah"
17,5,BAITUL MUTTAQIN,01.4.14.02.06.000053,-,-,"Sidamulya RT. 05/V Kemranjen Banyumas Kemranjen, Kab. Banyumas Jawa Tengah"
17,20,AL-MUSTA'IN,01.4.14.02.18.000022,-,-,"SINGASARI RT. 01/09 KARANGLEWAS, KAB. BANYUMAS Karang Lewas, Kab. Banyumas Jawa Tengah"
17,11,ROUDLOTUL MU'AWANAH,01.4.14.02.18.000014,-,-,"JIPANG RT. 03/05 KARANGLEWAS Karang Lewas, Kab. Banyumas Jawa Tengah"
17,3,BAITUL MUTTAQIIN,01.4.14.02.16.000004,-,081314101420,"Pekuncen RT 03 RW 07 Pekuncen, Kab. Banyumas Jawa Tengah"
17,8,AT-TAQWA,01.4.14.02.16.000006,-,085227052544,"Pekuncen RT 02 RW 03 (Dukuh Peturusan) Pekuncen, Kab. Banyumas Jawa Tengah"
17,10,AL-AMANAH,01.4.14.02.16.000008,-,"0281 7918802, 081284719449","Pekuncen RT 03 RW 06 Pekuncen, Kab. Banyumas Jawa Tengah"
17,4,AL-JALIIL,01.4.14.32.03.000003,-,-,"Karang Kepoh RT 05 RQ I Tegal Rejo Argomulyo, Kota Salatiga Jawa Tengah"
17,13,NUR HUDA,01.4.14.02.18.000015,-,-,"JIPANG RT. 03/02 Karang Lewas, Kab. Banyumas Jawa Tengah"
17,18,AT-TAQWA,01.4.14.02.18.000019,-,082136503329,"PANGEBATAN RT. 03/02 KARANGLEWAS, KAB, BANYUMAS Karang Lewas, Kab. Banyumas Jawa Tengah"
17,16,DARUL ISTIQOMAH,01.4.14.02.18.000017,-,-,"JIPANG RT. 03/03 KARANGLEWAS, KAB. BANYUMAS Karang Lewas, Kab. Banyumas Jawa Tengah"
17,17,AL-BAYYINAH,01.4.14.02.18.000018,-,-,"JIPANG RT. 01/04 KARANGLEWAS, KAB. BANYUMAS Karang Lewas, Kab. Banyumas Jawa Tengah"
17,19,MIFTAHUL JANNAH,01.4.14.02.18.000021,-,-,"SINGASARI, KEC. KARANGLEWAS, KAB. BANYUMAS Karang Lewas, Kab. Banyumas Jawa Tengah"
17,28,AT-TAQWA,01.4.14.02.18.000029,-,081327181626,"KEDIRI RT 02/02 KARANGLEWAS, KAB. BANYUMAS Karang Lewas, Kab. Banyumas Jawa Tengah"
17,24,FATKHURROHIM,01.4.14.02.18.000026,-,"0281-7901709, 085227654881","SINGASARI RT. 01/01 KARANGLEWAS, KAB. BANYUMAS Karang Lewas, Kab. Banyumas Jawa Tengah"
17,2,AT-TAQWA,01.4.14.02.16.000003,-,082138243851,"Pekuncen RT 02 RW 09 Pekuncen, Kab. Banyumas Jawa Tengah"
18,1,DARUSSALAM,01.6.14.02.18.000048,-,02816840133,"PANGEBATAN RT. 04/01 Karang Lewas, Kab. Banyumas Jawa Tengah"
